,TEXT_ID,PAIR_ID,CONTEXT,STIMULUS,QUESTION,INTERPRETATION1,INTERPRETATION2,TRIGGER,TYPE,INTENDED
305,113,utterance,"Alex said,","""Wilma had the ability to identify it.""",What does the speaker intend to convey?,Wilma could identify it (and she did).,Wilma could have identified it but she didn't.,modality,Manner,INTERPRETATION2
306,114,alternative,"Alex said,","""Sharon was able to complete it.""",What does the speaker intend to convey?,Sharon could complete it (and she did).,Sharon could have completed it but she didn't.,modality,Manner,INTERPRETATION1
307,115,utterance,"Alex said,","""Sharon had the ability to complete it.""",What does the speaker intend to convey?,Sharon could complete it (and she did).,Sharon could have completed it but she didn't.,modality,Manner,INTERPRETATION2
308,116,alternative,"Alex said,","""Sandra was able to enforce it.""",What does the speaker intend to convey?,Sandra could enforce it (and she did).,Sandra could have enforced it but she didn't.,modality,Manner,INTERPRETATION1
309,117,utterance,"Alex said,","""Sandra had the ability to enforce it.""",What does the speaker intend to convey?,Sandra could enforce it (and she did).,Sandra could have enforced it but she didn't.,modality,Manner,INTERPRETATION2
310,118,alternative,"Alex said,","""Sally was able to spread it.""",What does the speaker intend to convey?,Sally could spread it (and she did).,Sally could have spreaded it but she didn't.,modality,Manner,INTERPRETATION1
311,119,utterance,"Alex said,","""Sally had the ability to spread it.""",What does the speaker intend to convey?,Sally could spread it (and she did).,Sally could have spreaded it but she didn't.,modality,Manner,INTERPRETATION2
312,120,alternative,"Alex said,","""Linda was able to listen it.""",What does the speaker intend to convey?,Linda could listen it (and she did).,Linda could have listened it but she didn't.,modality,Manner,INTERPRETATION1
313,121,utterance,"Alex said,","""Linda had the ability to listen it.""",What does the speaker intend to convey?,Linda could listen it (and she did).,Linda could have listened it but she didn't.,modality,Manner,INTERPRETATION2
314,122,alternative,"Alex said,","""Dorothy was able to inject it.""",What does the speaker intend to convey?,Dorothy could inject it (and she did).,Dorothy could have injected it but she didn't.,modality,Manner,INTERPRETATION1
315,123,utterance,"Alex said,","""Dorothy had the ability to inject it.""",What does the speaker intend to convey?,Dorothy could inject it (and she did).,Dorothy could have injected it but she didn't.,modality,Manner,INTERPRETATION2
316,124,alternative,"Alex said,","""Linda was able to pilot it.""",What does the speaker intend to convey?,Linda could pilot it (and she did).,Linda could have piloted it but she didn't.,modality,Manner,INTERPRETATION1
317,125,utterance,"Alex said,","""Linda had the ability to pilot it.""",What does the speaker intend to convey?,Linda could pilot it (and she did).,Linda could have piloted it but she didn't.,modality,Manner,INTERPRETATION2
318,126,alternative,"Alex said,","""Bertha was able to charge it.""",What does the speaker intend to convey?,Bertha could charge it (and she did).,Bertha could have charged it but she didn't.,modality,Manner,INTERPRETATION1
319,127,utterance,"Alex said,","""Bertha had the ability to charge it.""",What does the speaker intend to convey?,Bertha could charge it (and she did).,Bertha could have charged it but she didn't.,modality,Manner,INTERPRETATION2
320,128,alternative,"Alex said,","""Ellen was able to extract it.""",What does the speaker intend to convey?,Ellen could extract it (and she did).,Ellen could have extracted it but she didn't.,modality,Manner,INTERPRETATION1
321,129,utterance,"Alex said,","""Ellen had the ability to extract it.""",What does the speaker intend to convey?,Ellen could extract it (and she did).,Ellen could have extracted it but she didn't.,modality,Manner,INTERPRETATION2
322,130,alternative,"Alex said,","""Marie was able to conceptualize it.""",What does the speaker intend to convey?,Marie could conceptualize it (and she did).,Marie could have conceptualized it but she didn't.,modality,Manner,INTERPRETATION1
323,131,utterance,"Alex said,","""Marie had the ability to conceptualize it.""",What does the speaker intend to convey?,Marie could conceptualize it (and she did).,Marie could have conceptualized it but she didn't.,modality,Manner,INTERPRETATION2
324,132,alternative,"Alex said,","""Wilma was able to apologize.""",What does the speaker intend to convey?,Wilma could apologize (and she did).,Wilma could have apologized but she didn't.,modality,Manner,INTERPRETATION1
325,133,utterance,"Alex said,","""Wilma had the ability to apologize.""",What does the speaker intend to convey?,Wilma could apologize (and she did).,Wilma could have apologized but she didn't.,modality,Manner,INTERPRETATION2
326,134,alternative,"Alex said,","""Betty was able to acquire it.""",What does the speaker intend to convey?,Betty could acquire it (and she did).,Betty could have acquired it but she didn't.,modality,Manner,INTERPRETATION1
327,135,utterance,"Alex said,","""Betty had the ability to acquire it.""",What does the speaker intend to convey?,Betty could acquire it (and she did).,Betty could have acquired it but she didn't.,modality,Manner,INTERPRETATION2
328,136,alternative,"Alex said,","""Kathleen was able to interrupt it.""",What does the speaker intend to convey?,Kathleen could interrupt it (and she did).,Kathleen could have interrupted it but she didn't.,modality,Manner,INTERPRETATION1
329,137,utterance,"Alex said,","""Kathleen had the ability to interrupt it.""",What does the speaker intend to convey?,Kathleen could interrupt it (and she did).,Kathleen could have interrupted it but she didn't.,modality,Manner,INTERPRETATION2
330,138,alternative,"Alex said,","""Lydia was able to rob it.""",What does the speaker intend to convey?,Lydia could rob it (and she did).,Lydia could have robbed it but she didn't.,modality,Manner,INTERPRETATION1
331,139,utterance,"Alex said,","""Lydia had the ability to rob it.""",What does the speaker intend to convey?,Lydia could rob it (and she did).,Lydia could have robbed it but she didn't.,modality,Manner,INTERPRETATION2
332,140,alternative,"Alex said,","""Erin was able to fire it.""",What does the speaker intend to convey?,Erin could fire it (and she did).,Erin could have fired it but she didn't.,modality,Manner,INTERPRETATION1
333,141,utterance,"Alex said,","""Erin had the ability to fire it.""",What does the speaker intend to convey?,Erin could fire it (and she did).,Erin could have fired it but she didn't.,modality,Manner,INTERPRETATION2
334,142,alternative,"Alex said,","""Whitley was able to battle it.""",What does the speaker intend to convey?,Whitley could battle it (and she did).,Whitley could have battled it but she didn't.,modality,Manner,INTERPRETATION1
335,143,utterance,"Alex said,","""Whitley had the ability to battle it.""",What does the speaker intend to convey?,Whitley could battle it (and she did).,Whitley could have battled it but she didn't.,modality,Manner,INTERPRETATION2
336,144,alternative,"Alex said,","""Shirley was able to forecast it.""",What does the speaker intend to convey?,Shirley could forecast it (and she did).,Shirley could have forecasted it but she didn't.,modality,Manner,INTERPRETATION1
337,145,utterance,"Alex said,","""Shirley had the ability to forecast it.""",What does the speaker intend to convey?,Shirley could forecast it (and she did).,Shirley could have forecasted it but she didn't.,modality,Manner,INTERPRETATION2
338,146,alternative,"Alex said,","""Mary was able to beam it.""",What does the speaker intend to convey?,Mary could beam it (and she did).,Mary could have beamed it but she didn't.,modality,Manner,INTERPRETATION1
339,147,utterance,"Alex said,","""Mary had the ability to beam it.""",What does the speaker intend to convey?,Mary could beam it (and she did).,Mary could have beamed it but she didn't.,modality,Manner,INTERPRETATION2
340,148,alternative,"Alex said,","""Mary was able to expand it.""",What does the speaker intend to convey?,Mary could expand it (and she did).,Mary could have expanded it but she didn't.,modality,Manner,INTERPRETATION1
341,149,utterance,"Alex said,","""Mary had the ability to expand it.""",What does the speaker intend to convey?,Mary could expand it (and she did).,Mary could have expanded it but she didn't.,modality,Manner,INTERPRETATION2
342,150,alternative,"Alex said,","""Carman was able to seek it.""",What does the speaker intend to convey?,Carman could seek it (and she did).,Carman could have seeked it but she didn't.,modality,Manner,INTERPRETATION1
343,151,utterance,"Alex said,","""Carman had the ability to seek it.""",What does the speaker intend to convey?,Carman could seek it (and she did).,Carman could have seeked it but she didn't.,modality,Manner,INTERPRETATION2
344,152,alternative,"Alex said,","""Barbara was able to facilitate it.""",What does the speaker intend to convey?,Barbara could facilitate it (and she did).,Barbara could have facilitated it but she didn't.,modality,Manner,INTERPRETATION1
345,153,utterance,"Alex said,","""Barbara had the ability to facilitate it.""",What does the speaker intend to convey?,Barbara could facilitate it (and she did).,Barbara could have facilitated it but she didn't.,modality,Manner,INTERPRETATION2
346,154,alternative,"Alex said,","""Patricia was able to concern it.""",What does the speaker intend to convey?,Patricia could concern it (and she did).,Patricia could have concerned it but she didn't.,modality,Manner,INTERPRETATION1
347,155,utterance,"Alex said,","""Patricia had the ability to concern it.""",What does the speaker intend to convey?,Patricia could concern it (and she did).,Patricia could have concerned it but she didn't.,modality,Manner,INTERPRETATION2
348,156,alternative,"Alex said,","""Ollie was able to push it.""",What does the speaker intend to convey?,Ollie could push it (and she did).,Ollie could have pushed it but she didn't.,modality,Manner,INTERPRETATION1
349,157,utterance,"Alex said,","""Ollie had the ability to push it.""",What does the speaker intend to convey?,Ollie could push it (and she did).,Ollie could have pushed it but she didn't.,modality,Manner,INTERPRETATION2
350,158,alternative,"Alex said,","""Leah was able to plug it.""",What does the speaker intend to convey?,Leah could plug it (and she did).,Leah could have plugged it but she didn't.,modality,Manner,INTERPRETATION1
351,159,utterance,"Alex said,","""Leah had the ability to plug it.""",What does the speaker intend to convey?,Leah could plug it (and she did).,Leah could have plugged it but she didn't.,modality,Manner,INTERPRETATION2
352,160,alternative,"Alex said,","""Christine was able to delay it.""",What does the speaker intend to convey?,Christine could delay it (and she did).,Christine could have delayed it but she didn't.,modality,Manner,INTERPRETATION1
353,161,utterance,"Alex said,","""Christine had the ability to delay it.""",What does the speaker intend to convey?,Christine could delay it (and she did).,Christine could have delayed it but she didn't.,modality,Manner,INTERPRETATION2
354,162,alternative,"Alex said,","""Mitzi was able to keep it.""",What does the speaker intend to convey?,Mitzi could keep it (and she did).,Mitzi could have kept it but she didn't.,modality,Manner,INTERPRETATION1
355,163,utterance,"Alex said,","""Mitzi had the ability to keep it.""",What does the speaker intend to convey?,Mitzi could keep it (and she did).,Mitzi could have kept it but she didn't.,modality,Manner,INTERPRETATION2
356,164,alternative,"Alex said,","""Faye was able to label it.""",What does the speaker intend to convey?,Faye could label it (and she did).,Faye could have labelled it but she didn't.,modality,Manner,INTERPRETATION1
357,165,utterance,"Alex said,","""Faye had the ability to label it.""",What does the speaker intend to convey?,Faye could label it (and she did).,Faye could have labelled it but she didn't.,modality,Manner,INTERPRETATION2
358,166,alternative,"Alex said,","""Patrica was able to encourage it.""",What does the speaker intend to convey?,Patrica could encourage it (and she did).,Patrica could have encouraged it but she didn't.,modality,Manner,INTERPRETATION1
359,167,utterance,"Alex said,","""Patrica had the ability to encourage it.""",What does the speaker intend to convey?,Patrica could encourage it (and she did).,Patrica could have encouraged it but she didn't.,modality,Manner,INTERPRETATION2
360,168,alternative,"Alex said,","""Lisa was able to provide it.""",What does the speaker intend to convey?,Lisa could provide it (and she did).,Lisa could have provided it but she didn't.,modality,Manner,INTERPRETATION1
361,169,utterance,"Alex said,","""Lisa had the ability to provide it.""",What does the speaker intend to convey?,Lisa could provide it (and she did).,Lisa could have provided it but she didn't.,modality,Manner,INTERPRETATION2
362,170,alternative,"Alex said,","""Margery was able to compile it.""",What does the speaker intend to convey?,Margery could compile it (and she did).,Margery could have compiled it but she didn't.,modality,Manner,INTERPRETATION1
363,171,utterance,"Alex said,","""Margery had the ability to compile it.""",What does the speaker intend to convey?,Margery could compile it (and she did).,Margery could have compiled it but she didn't.,modality,Manner,INTERPRETATION2
364,172,alternative,"Alex said,","""Barbara was able to arise it.""",What does the speaker intend to convey?,Barbara could arise it (and she did).,Barbara could have arised it but she didn't.,modality,Manner,INTERPRETATION1
365,173,utterance,"Alex said,","""Barbara had the ability to arise it.""",What does the speaker intend to convey?,Barbara could arise it (and she did).,Barbara could have arised it but she didn't.,modality,Manner,INTERPRETATION2
366,174,alternative,"Alex said,","""Kristin was able to map it.""",What does the speaker intend to convey?,Kristin could map it (and she did).,Kristin could have mapped it but she didn't.,modality,Manner,INTERPRETATION1
367,175,utterance,"Alex said,","""Kristin had the ability to map it.""",What does the speaker intend to convey?,Kristin could map it (and she did).,Kristin could have mapped it but she didn't.,modality,Manner,INTERPRETATION2
368,176,alternative,"Alex said,","""Randi was able to subtract it.""",What does the speaker intend to convey?,Randi could subtract it (and she did).,Randi could have subtracted it but she didn't.,modality,Manner,INTERPRETATION1
369,177,utterance,"Alex said,","""Randi had the ability to subtract it.""",What does the speaker intend to convey?,Randi could subtract it (and she did).,Randi could have subtracted it but she didn't.,modality,Manner,INTERPRETATION2
370,178,alternative,"Alex said,","""Nita was able to confess it.""",What does the speaker intend to convey?,Nita could confess it (and she did).,Nita could have confessed it but she didn't.,modality,Manner,INTERPRETATION1
371,179,utterance,"Alex said,","""Nita had the ability to confess it.""",What does the speaker intend to convey?,Nita could confess it (and she did).,Nita could have confessed it but she didn't.,modality,Manner,INTERPRETATION2
372,180,alternative,"Alex said,","""Ellen was able to persuade it.""",What does the speaker intend to convey?,Ellen could persuade it (and she did).,Ellen could have persuaded it but she didn't.,modality,Manner,INTERPRETATION1
373,181,utterance,"Alex said,","""Ellen had the ability to persuade it.""",What does the speaker intend to convey?,Ellen could persuade it (and she did).,Ellen could have persuaded it but she didn't.,modality,Manner,INTERPRETATION2
374,182,alternative,"Alex said,","""Doris was able to cross it.""",What does the speaker intend to convey?,Doris could cross it (and she did).,Doris could have crossed it but she didn't.,modality,Manner,INTERPRETATION1
375,183,utterance,"Alex said,","""Doris had the ability to cross it.""",What does the speaker intend to convey?,Doris could cross it (and she did).,Doris could have crossed it but she didn't.,modality,Manner,INTERPRETATION2
376,184,alternative,"Alex said,","""Kristina was able to copy it.""",What does the speaker intend to convey?,Kristina could copy it (and she did).,Kristina could have copied it but she didn't.,modality,Manner,INTERPRETATION1
377,185,utterance,"Alex said,","""Kristina had the ability to copy it.""",What does the speaker intend to convey?,Kristina could copy it (and she did).,Kristina could have copied it but she didn't.,modality,Manner,INTERPRETATION2
378,186,alternative,"Alex said,","""Patricia was able to confuse it.""",What does the speaker intend to convey?,Patricia could confuse it (and she did).,Patricia could have confused it but she didn't.,modality,Manner,INTERPRETATION1
379,187,utterance,"Alex said,","""Patricia had the ability to confuse it.""",What does the speaker intend to convey?,Patricia could confuse it (and she did).,Patricia could have confused it but she didn't.,modality,Manner,INTERPRETATION2
380,188,alternative,"Alex said,","""Beverley was able to dispense it.""",What does the speaker intend to convey?,Beverley could dispense it (and she did).,Beverley could have dispensed it but she didn't.,modality,Manner,INTERPRETATION1
381,189,utterance,"Alex said,","""Beverley had the ability to dispense it.""",What does the speaker intend to convey?,Beverley could dispense it (and she did).,Beverley could have dispensed it but she didn't.,modality,Manner,INTERPRETATION2
382,190,alternative,"Alex said,","""Gina was able to assess it.""",What does the speaker intend to convey?,Gina could assess it (and she did).,Gina could have assessed it but she didn't.,modality,Manner,INTERPRETATION1
383,191,utterance,"Alex said,","""Gina had the ability to assess it.""",What does the speaker intend to convey?,Gina could assess it (and she did).,Gina could have assessed it but she didn't.,modality,Manner,INTERPRETATION2
384,192,alternative,"Alex said,","""Amber was able to satisfy it.""",What does the speaker intend to convey?,Amber could satisfy it (and she did).,Amber could have satisfied it but she didn't.,modality,Manner,INTERPRETATION1
385,193,utterance,"Alex said,","""Amber had the ability to satisfy it.""",What does the speaker intend to convey?,Amber could satisfy it (and she did).,Amber could have satisfied it but she didn't.,modality,Manner,INTERPRETATION2
386,194,alternative,"Alex said,","""Jacqueline was able to amuse it.""",What does the speaker intend to convey?,Jacqueline could amuse it (and she did).,Jacqueline could have amused it but she didn't.,modality,Manner,INTERPRETATION1
387,195,utterance,"Alex said,","""Jacqueline had the ability to amuse it.""",What does the speaker intend to convey?,Jacqueline could amuse it (and she did).,Jacqueline could have amused it but she didn't.,modality,Manner,INTERPRETATION2
388,196,alternative,"Alex said,","""Helen was able to race it.""",What does the speaker intend to convey?,Helen could race it (and she did).,Helen could have raced it but she didn't.,modality,Manner,INTERPRETATION1
389,197,utterance,"Alex said,","""Helen had the ability to race it.""",What does the speaker intend to convey?,Helen could race it (and she did).,Helen could have raced it but she didn't.,modality,Manner,INTERPRETATION2
390,198,alternative,"Alex said,","""Paula was able to prepare it.""",What does the speaker intend to convey?,Paula could prepare it (and she did).,Paula could have prepared it but she didn't.,modality,Manner,INTERPRETATION1
391,199,utterance,"Alex said,","""Paula had the ability to prepare it.""",What does the speaker intend to convey?,Paula could prepare it (and she did).,Paula could have prepared it but she didn't.,modality,Manner,INTERPRETATION2
392,200,alternative,"Alex said,","""Patricia was able to fire it.""",What does the speaker intend to convey?,Patricia could fire it (and she did).,Patricia could have fired it but she didn't.,modality,Manner,INTERPRETATION1
393,201,utterance,"Alex said,","""Patricia had the ability to fire it.""",What does the speaker intend to convey?,Patricia could fire it (and she did).,Patricia could have fired it but she didn't.,modality,Manner,INTERPRETATION2
394,202,alternative,"Alex said,","""Tess was able to trade it.""",What does the speaker intend to convey?,Tess could trade it (and she did).,Tess could have traded it but she didn't.,modality,Manner,INTERPRETATION1
395,203,utterance,"Alex said,","""Tess had the ability to trade it.""",What does the speaker intend to convey?,Tess could trade it (and she did).,Tess could have traded it but she didn't.,modality,Manner,INTERPRETATION2
396,204,alternative,"Alex said,","""Elizabeth was able to tutor it.""",What does the speaker intend to convey?,Elizabeth could tutor it (and she did).,Elizabeth could have tutored it but she didn't.,modality,Manner,INTERPRETATION1
397,205,utterance,"Alex said,","""Elizabeth had the ability to tutor it.""",What does the speaker intend to convey?,Elizabeth could tutor it (and she did).,Elizabeth could have tutored it but she didn't.,modality,Manner,INTERPRETATION2
398,206,alternative,"Alex said,","""Melissa was able to license it.""",What does the speaker intend to convey?,Melissa could license it (and she did).,Melissa could have licensed it but she didn't.,modality,Manner,INTERPRETATION1
399,207,utterance,"Alex said,","""Melissa had the ability to license it.""",What does the speaker intend to convey?,Melissa could license it (and she did).,Melissa could have licensed it but she didn't.,modality,Manner,INTERPRETATION2
400,208,alternative,"Alex said,","""Ruth was able to switch it.""",What does the speaker intend to convey?,Ruth could switch it (and she did).,Ruth could have switched it but she didn't.,modality,Manner,INTERPRETATION1
401,209,utterance,"Alex said,","""Ruth had the ability to switch it.""",What does the speaker intend to convey?,Ruth could switch it (and she did).,Ruth could have switched it but she didn't.,modality,Manner,INTERPRETATION2
402,210,alternative,"Alex said,","""Alda was able to share it.""",What does the speaker intend to convey?,Alda could share it (and she did).,Alda could have shared it but she didn't.,modality,Manner,INTERPRETATION1
403,211,utterance,"Alex said,","""Alda had the ability to share it.""",What does the speaker intend to convey?,Alda could share it (and she did).,Alda could have shared it but she didn't.,modality,Manner,INTERPRETATION2
404,212,alternative,"Alex said,","""Kimberly was able to whistle it.""",What does the speaker intend to convey?,Kimberly could whistle it (and she did).,Kimberly could have whistled it but she didn't.,modality,Manner,INTERPRETATION1
405,213,utterance,"Alex said,","""Kimberly had the ability to whistle it.""",What does the speaker intend to convey?,Kimberly could whistle it (and she did).,Kimberly could have whistled it but she didn't.,modality,Manner,INTERPRETATION2
406,214,alternative,"Alex said,","""Linda was able to devise it.""",What does the speaker intend to convey?,Linda could devise it (and she did).,Linda could have devised it but she didn't.,modality,Manner,INTERPRETATION1
407,215,utterance,"Alex said,","""Linda had the ability to devise it.""",What does the speaker intend to convey?,Linda could devise it (and she did).,Linda could have devised it but she didn't.,modality,Manner,INTERPRETATION2
408,216,alternative,"Alex said,","""Melissa was able to lighten it.""",What does the speaker intend to convey?,Melissa could lighten it (and she did).,Melissa could have lightened it but she didn't.,modality,Manner,INTERPRETATION1
409,217,utterance,"Alex said,","""Melissa had the ability to lighten it.""",What does the speaker intend to convey?,Melissa could lighten it (and she did).,Melissa could have lightened it but she didn't.,modality,Manner,INTERPRETATION2
410,218,alternative,"Alex said,","""Kathleen was able to blind it.""",What does the speaker intend to convey?,Kathleen could blind it (and she did).,Kathleen could have blinded it but she didn't.,modality,Manner,INTERPRETATION1
411,219,utterance,"Alex said,","""Kathleen had the ability to blind it.""",What does the speaker intend to convey?,Kathleen could blind it (and she did).,Kathleen could have blinded it but she didn't.,modality,Manner,INTERPRETATION2
412,220,alternative,"Alex said,","""Haydee was able to observe it.""",What does the speaker intend to convey?,Haydee could observe it (and she did).,Haydee could have observed it but she didn't.,modality,Manner,INTERPRETATION1
413,221,utterance,"Alex said,","""Haydee had the ability to observe it.""",What does the speaker intend to convey?,Haydee could observe it (and she did).,Haydee could have observed it but she didn't.,modality,Manner,INTERPRETATION2
414,222,alternative,"Alex said,","""Anna was able to nominate it.""",What does the speaker intend to convey?,Anna could nominate it (and she did).,Anna could have nominated it but she didn't.,modality,Manner,INTERPRETATION1
415,223,utterance,"Alex said,","""Anna had the ability to nominate it.""",What does the speaker intend to convey?,Anna could nominate it (and she did).,Anna could have nominated it but she didn't.,modality,Manner,INTERPRETATION2
416,224,alternative,"Alex said,","""Veronica was able to introduce it.""",What does the speaker intend to convey?,Veronica could introduce it (and she did).,Veronica could have introduced it but she didn't.,modality,Manner,INTERPRETATION1
417,225,utterance,"Alex said,","""Veronica had the ability to introduce it.""",What does the speaker intend to convey?,Veronica could introduce it (and she did).,Veronica could have introduced it but she didn't.,modality,Manner,INTERPRETATION2
418,226,alternative,"Alex said,","""Viola was able to support it.""",What does the speaker intend to convey?,Viola could support it (and she did).,Viola could have supported it but she didn't.,modality,Manner,INTERPRETATION1
419,227,utterance,"Alex said,","""Viola had the ability to support it.""",What does the speaker intend to convey?,Viola could support it (and she did).,Viola could have supported it but she didn't.,modality,Manner,INTERPRETATION2
420,228,alternative,"Alex said,","""Patricia was able to expect it.""",What does the speaker intend to convey?,Patricia could expect it (and she did).,Patricia could have expected it but she didn't.,modality,Manner,INTERPRETATION1
421,229,utterance,"Alex said,","""Patricia had the ability to expect it.""",What does the speaker intend to convey?,Patricia could expect it (and she did).,Patricia could have expected it but she didn't.,modality,Manner,INTERPRETATION2
422,230,alternative,"Alex said,","""Nancy was able to complain it.""",What does the speaker intend to convey?,Nancy could complain it (and she did).,Nancy could have complained it but she didn't.,modality,Manner,INTERPRETATION1
423,231,utterance,"Alex said,","""Nancy had the ability to complain it.""",What does the speaker intend to convey?,Nancy could complain it (and she did).,Nancy could have complained it but she didn't.,modality,Manner,INTERPRETATION2
424,232,alternative,"Alex said,","""Theresa was able to undress it.""",What does the speaker intend to convey?,Tsheresa could undress it (and she did).,Tsheresa could have undressed it but she didn't.,modality,Manner,INTERPRETATION1
425,233,utterance,"Alex said,","""Theresa had the ability to undress it.""",What does the speaker intend to convey?,Tsheresa could undress it (and she did).,Tsheresa could have undressed it but she didn't.,modality,Manner,INTERPRETATION2
426,234,alternative,"Alex said,","""Ruth was able to nominate it.""",What does the speaker intend to convey?,Ruth could nominate it (and she did).,Ruth could have nominated it but she didn't.,modality,Manner,INTERPRETATION1
427,235,utterance,"Alex said,","""Ruth had the ability to nominate it.""",What does the speaker intend to convey?,Ruth could nominate it (and she did).,Ruth could have nominated it but she didn't.,modality,Manner,INTERPRETATION2
428,236,alternative,"Alex said,","""Jo was able to scratch it.""",What does the speaker intend to convey?,Jo could scratch it (and she did).,Jo could have scratched it but she didn't.,modality,Manner,INTERPRETATION1
429,237,utterance,"Alex said,","""Jo had the ability to scratch it.""",What does the speaker intend to convey?,Jo could scratch it (and she did).,Jo could have scratched it but she didn't.,modality,Manner,INTERPRETATION2
430,238,alternative,"Alex said,","""Janie was able to zip it.""",What does the speaker intend to convey?,Janie could zip it (and she did).,Janie could have zipped it but she didn't.,modality,Manner,INTERPRETATION1
431,239,utterance,"Alex said,","""Janie had the ability to zip it.""",What does the speaker intend to convey?,Janie could zip it (and she did).,Janie could have zipped it but she didn't.,modality,Manner,INTERPRETATION2
432,240,alternative,"Alex said,","""Rita was able to hypothesize it.""",What does the speaker intend to convey?,Rita could hypotshesize it (and she did).,Rita could have hypotshesized it but she didn't.,modality,Manner,INTERPRETATION1
433,241,utterance,"Alex said,","""Rita had the ability to hypothesize it.""",What does the speaker intend to convey?,Rita could hypotshesize it (and she did).,Rita could have hypotshesized it but she didn't.,modality,Manner,INTERPRETATION2
434,242,alternative,"Alex said,","""Laura was able to fax it.""",What does the speaker intend to convey?,Laura could fax it (and she did).,Laura could have faxed it but she didn't.,modality,Manner,INTERPRETATION1
435,243,utterance,"Alex said,","""Laura had the ability to fax it.""",What does the speaker intend to convey?,Laura could fax it (and she did).,Laura could have faxed it but she didn't.,modality,Manner,INTERPRETATION2
436,244,alternative,"Alex said,","""Altagracia was able to conceptualize it.""",What does the speaker intend to convey?,Altagracia could conceptualize it (and she did).,Altagracia could have conceptualized it but she didn't.,modality,Manner,INTERPRETATION1
437,245,utterance,"Alex said,","""Altagracia had the ability to conceptualize it.""",What does the speaker intend to convey?,Altagracia could conceptualize it (and she did).,Altagracia could have conceptualized it but she didn't.,modality,Manner,INTERPRETATION2
